"id","name","organisation","startdate","enddate","number_of_participants","number_of_waste_bags","kg_of_collected_waste","handout_gloves","handout_wastebags","municipality","county","municipality_name","county_name","meters_cleaned_beach","teiner","oljefat","fulle_soppelbotter","avfallsstasjon","kloakkutslipp","dumpet_avfall","serveringssteder","turisme","biltrafikk","havn","landbruk","fiskeri_havbruk","bygg_anlegg","geom_wkt","personal_use","fisheries","industrial","hygiene","others","created_at","created_by","updated_at","updated_by"
"3005","Rydde langs Solaveien","Clean Shores Global","26/10/2020 01:00:00","26/10/2020 01:00:00","9","150","1500","1","1","1108","11","Sandnes","Rogaland","0",,"15",,,,"1",,,,,,,,"POINT(5.71317131256661 58.8562115227319)","244","7","66","52","110","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3027","Clean Up Lofoten: Ytter Voie","","8/10/2020 02:00:00","8/10/2020 02:00:00","5","7","70","0","0","1860","18","Vestvågøy","Nordland","599",,"0",,,,,,,,,,,,"POINT(13.4996454899767 68.1735393946968)","156","413","72","1","60","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3160","Rydde Synesvågen","Plastfritt Hav","30/10/2020 01:00:00","8/11/2020 01:00:00","0","83","830","1","1","1532","15","Giske","Møre og Romsdal","1948",,"4","0","0","0","0","0","0","0","0","0","0","0","POINT(6.03254307884759 62.5460464969095)","18","120","80","0","94","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3227","Skjærgårds-rydding","","29/10/2020 01:00:00","29/10/2020 01:00:00","8","15","130","0","0","4205","42","Lindesnes","Agder","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(7.47216211991512 58.0127350998283)","183","39","79","17","29","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3231","Rydde Dokkparken","","3/10/2020 02:00:00","3/10/2020 02:00:00","24","60","590","0","0","5001","50","Trondheim","Trøndelag","0",,"0","1",,,,"1","1",,"1",,,"1","POINT(10.410234957954 63.4344599941652)","710","30","59","100","13","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3308","Clean Up Lofoten: Lamholmen: Proffrydding","","15/5/2020 02:00:00","15/5/2020 02:00:00","10","34","341","0","0","1860","18","Vestvågøy","Nordland","630",,"1",,,,,,,,,,,,"POINT(13.8863523515127 68.1542627291562)","585","527","345","36","7","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3309","Clean Up Lofoten: Litlgjeva: Proffrydding","","15/5/2020 02:00:00","15/5/2020 02:00:00","10","20","205","0","0","1860","18","Vestvågøy","Nordland","0",,"0",,,,,,,,,,,,"POINT(13.8785615185208 68.1496388896725)","520","718","311","30","9","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3321","Clean Up Lofoten: Varøya: Proff ryddere","","17/5/2020 02:00:00","17/5/2020 02:00:00","10","20","205","0","0","1860","18","Vestvågøy","Nordland","492",,"3",,,,,,,,,,,,"POINT(13.8689504074097 68.1718345701967)","507","1320","334","24","24","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3322","Clean Up Lofoten: Grytholmen: Proff ryddere","","17/5/2020 02:00:00","17/5/2020 02:00:00","10","13","136","0","0","1860","18","Vestvågøy","Nordland","0",,"0",,,,,,,,,,,,"POINT(13.9060189603169 68.1691593415398)","157","430","93","12","5","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3323","Clean Up Lofoten: Litlkvannholmen: Proffryddere","","17/5/2020 02:00:00","17/5/2020 02:00:00","10","6","68","0","0","1860","18","Vestvågøy","Nordland","52",,"0",,,,,,,,,,,,"POINT(13.9162895000034 68.1606708183635)","214","287","93","26","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3327","Clean Up Lofoten Austerøya","","18/5/2020 02:00:00","18/5/2020 02:00:00","10","13","136","0","0","1860","18","Vestvågøy","Nordland","112",,"2",,,,,,,,,,,,"POINT(13.8819022043001 68.1721867717615)","612","1536","341","32","36","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3331","Clean Up Lofoten: Svinøya","","18/5/2020 02:00:00","18/5/2020 02:00:00","10","6","68","0","0","1860","18","Vestvågøy","Nordland","154",,"0",,,,,,,,,,,,"POINT(13.5421357796945 68.049536510212)","355","1306","261","34","24","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3332","Clean Up Lofoten: Bakjordsøya/Vesterøya: Proffryddere","","24/5/2020 02:00:00","24/5/2020 02:00:00","30","41","410","0","0","1860","18","Vestvågøy","Nordland","10",,"3",,,,,,,,,,,,"POINT(13.8887946745979 68.1741981542636)","2140","5558","1522","203","86","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3339","Clean Up Lofoten: Veidøya: Proffryddere","","24/5/2020 02:00:00","24/5/2020 02:00:00","8","9","90","0","0","1860","18","Vestvågøy","Nordland","84",,"0",,,,,,,,,,,,"POINT(14.1051779027287 68.197403038627)","1000","1911","717","46","63","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3342","Clean Up Lofoten: Stongholmen: Proffryddere","","25/5/2020 02:00:00","25/5/2020 02:00:00","8","20","205","0","0","1860","18","Vestvågøy","Nordland","55",,"0",,,,,,,,,,,,"POINT(14.0796984820041 68.210165216273)","408","514","176","21","14","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3343","Clean Up Lofoten: Lyngøya","","25/5/2020 02:00:00","25/5/2020 02:00:00","8","8","80","0","0","1860","18","Vestvågøy","Nordland","0",,"0",,,,,,,,,,,,"POINT(14.0762759833011 68.2104380211878)","237","223","115","6","9","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3344","Clean Up Lofoten: Ungsmaløya: Proff ryddere","","27/5/2020 02:00:00","27/5/2020 02:00:00","8","8","80","0","0","1860","18","Vestvågøy","Nordland","11",,"0",,,,,,,,,,,,"POINT(14.1079224007924 68.2876436601643)","271","387","168","17","7","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3345","Rydde Gjersvoll","","4/11/2020 01:00:00","4/11/2020 01:00:00","1","3","30","0","0","1865","18","Vågan","Nordland","0",,"3",,,,,,,,,,,,"POINT(14.4835363319078 68.3954441825643)","152","246","260","2","185","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3353","Clean Up Lofoten: Båtnesset","","20/6/2020 02:00:00","20/6/2020 02:00:00","3","110","1100","0","0","1865","18","Vågan","Nordland","96",,"0",,,,,,,,,,,,"POINT(14.6534731799656 68.2384580066982)","41","10","4","0","3","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3354","Clean Up Lofoten: Stor Rødholmen: Proffryddere","","27/5/2020 02:00:00","27/5/2020 02:00:00","9","8","80","0","0","1865","18","Vågan","Nordland","157",,"0",,,,,,,,,,,,"POINT(14.0760992235061 68.2964236976379)","295","500","182","8","5","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3357","Clean Up Lofoten: Svinøya: Proffryddere","","27/5/2020 02:00:00","27/5/2020 02:00:00","9","13","136","0","0","1860","18","Vestvågøy","Nordland","650",,"0",,,,,,,,,,,,"POINT(13.8699056322734 68.1762640988881)","1528","1772","340","69","27","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3358","Clean Up Lofoten: Grænholmen: Proffryddere","","28/5/2020 02:00:00","28/5/2020 02:00:00","9","10","100","0","0","1860","18","Vestvågøy","Nordland","0",,"0",,,,,,,,,,,,"POINT(13.4852482273475 68.0582729692714)","930","1258","330","27","12","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3359","Clean up Lofoten: Grænholmen 2: Proffryddere","","28/5/2020 02:00:00","28/5/2020 02:00:00","9","27","273","0","0","1860","18","Vestvågøy","Nordland","602",,"0",,,,,,,,,,,,"POINT(13.4638044772291 68.0685791299442)","828","1263","360","22","14","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3361","Clean Up Lofoten: Nappstraumen: Proffryddere","","1/6/2020 02:00:00","1/6/2020 02:00:00","9","90","887","0","0","1859","18","Flakstad","Nordland","2943",,"0",,,,,,,,,,,,"POINT(13.4159550023453 68.1027002674476)","3898","2767","1429","139","88","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3362","Clean Up Lofoten: Jektvika: Proffryddere","","2/6/2020 02:00:00","2/6/2020 02:00:00","1","6","40","0","0","1860","18","Vestvågøy","Nordland","220",,"0",,,,,,,,,,,,"POINT(13.6400734206831 68.0985170177336)","33","20","4","1","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3364","Clean Up Lofoten: Malnes/Vikjord","","19/6/2020 02:00:00","19/6/2020 02:00:00","2","14","140","0","0","1860","18","Vestvågøy","Nordland","548",,"0",,,,,,,,,,,,"POINT(14.0781553139976 68.2265773244646)","102","243","74","3","9","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3367","Clean Up Lofoten: Oppsåttet","","21/5/2020 02:00:00","25/5/2020 02:00:00","5","20","200","0","0","1860","18","Vestvågøy","Nordland","834",,"0",,,,,,,,,,,,"POINT(13.6400273439195 68.2405580972783)","197","320","107","0","13","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3372","Rydde Storsauhammaren","","19/10/2020 02:00:00","30/10/2020 01:00:00","3","8","80","1","1","1866","18","Hadsel","Nordland","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(14.6324918168519 68.5515760522675)","24","11","68","0","21","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3388","Clean Up Lofoten: Eggum, Borga og vestover","","15/5/2020 02:00:00","16/5/2020 02:00:00","2","20","200","0","0","1860","18","Vestvågøy","Nordland","369",,"0",,,,,,,,,,,,"POINT(13.6782407286662 68.3087947629022)","663","1538","311","125","1503","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3391","Clean Up Lofoten: Buøya: Proffryddere","","24/5/2020 02:00:00","24/5/2020 02:00:00","10","42","478","0","0","1860","18","Vestvågøy","Nordland","6",,"0",,,,,,,,,,,,"POINT(13.9472872716394 68.1867434122737)","1308","1890","715","46","63","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3393","Clean Up Lofoten: Bogen","","27/5/2020 02:00:00","27/5/2020 02:00:00","1","1","7","0","0","1860","18","Vestvågøy","Nordland","418",,"0",,,,,,,,,,,,"POINT(13.8556350792779 68.1806578591678)","14","38","19","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3394","Clean Up Lofoten: Holsneset, Kuholmen, Holsøy","","31/8/2020 02:00:00","30/10/2020 01:00:00","1","10","100","0","0","1860","18","Vestvågøy","Nordland","1305",,"0",,,,,,,,,,,,"POINT(13.6126571224713 68.1287641419319)","175","1211","369","94","28","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3399","Clean Up Lofoten: Myrlandsøya","","19/6/2020 02:00:00","19/6/2020 02:00:00","2","4","20","0","0","1866","18","Hadsel","Nordland","748",,"0",,,,,,,,,,,,"POINT(15.0186495423211 68.4599736817638)","55","139","39","3","8","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3400","Clean Up Lofoten: Brakøya sørvest (raftsundet)","","30/5/2020 02:00:00","30/5/2020 02:00:00","2","30","300","0","0","1866","18","Hadsel","Nordland","638",,"1",,,,,,,,,,,,"POINT(14.9951784389214 68.3427818503157)","348","178","138","75","18","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3403","Clean up Lofoten: Myrlandsøya 2","","30/4/2020 02:00:00","30/4/2020 02:00:00","2","6","40","0","0","1866","18","Hadsel","Nordland","249",,"0",,,,,,,,,,,,"POINT(15.0173835396661 68.4601548798294)","77","453","33","0","68","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3407","Clean Up Lofoten: Myrlandsfjord","","2/5/2020 02:00:00","2/5/2020 02:00:00","2","4","27","0","0","1866","18","Hadsel","Nordland","2143",,"0",,,,,,,,,,,,"POINT(15.0471536409397 68.4543037121838)","13","28","53","1","4","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3409","Clean Up Lofoten: Myrlandstranda","","3/5/2020 02:00:00","3/5/2020 02:00:00","1","1","7","0","0","1866","18","Hadsel","Nordland","61",,"0",,,,,,,,,,,,"POINT(15.0721748212527 68.4630695270642)","10","7","0","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3484","Rydde Byhaven","Norges Dykkeforbund","6/3/2020 01:00:00","6/3/2020 01:00:00","20","0","1000","0","0","4202","42","Grimstad","Agder","0",,"0",,,,,"1","1","0","1",,"1","1","POINT(8.59342632151915 58.339316274066)","310","4","2","1","10","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3497","Rydde Sundhaugen","Norges Dykkeforbund","9/6/2020 02:00:00","9/6/2020 02:00:00","37","0","200","0","0","3048","30","Øvre Eiker","Viken","0",,"0",,,,"1",,"1",,,,,,"POINT(9.84126782762976 59.6966039776976)","110","3","3","0","46","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3558","Rydde Hamborgstranda","Kystlotteriet","10/10/2020 02:00:00","10/10/2020 02:00:00","2","0","2","0","0","3022","30","Frogn","Viken","0",,"0","1",,,,,"1",,"1",,"0",,"POINT(10.6293856920818 59.6591681003927)","77","40","207","9","20","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3559","Rydde strandlinjen fra friområdet på Øketangen til Dusa","","29/9/2020 02:00:00","11/11/2020 01:00:00","1","0","320","0","0","3003","30","Sarpsborg","Viken","4662",,"0",,,,,,,,,,,,"POINT(11.1831391171107 59.1252322377929)","243","99","32","29","424","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3567","Rydde Kilen","Norges Dykkeforbund","14/11/2020 01:00:00","14/11/2020 01:00:00","10","0","1200","0","0","4205","42","Lindesnes","Agder","0",,"0",,,,,,,,,,,,"POINT(7.58096810789808 58.0048327190953)","2","32","3","0","76","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3589","Rydde Hamborgstranda","Kystlotteriet","3/1/2020 01:00:00","3/5/2020 02:00:00","2","0","2","0","0","3022","30","Frogn","Viken","0",,"0","1",,"1",,,"1",,"1",,,,"POINT(10.6293998543776 59.6591944795185)","66","40","307","13","100","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3603","Vi rydder Gjersjøen ","Hold Norge Rent","23/11/2020 01:00:00","23/11/2020 01:00:00","5","3","30","0","1","3020","30","Nordre Follo","Viken","0",,"0",,,,,,,,,,,,"POINT(10.7720685696881 59.8035341706241)","128","7","42","17","79","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3604","Kjells strand","ÅRIM Ålesundregionen interkommunale miljøselskap IKS","8/11/2020 01:00:00","10/11/2020 01:00:00","3","2","40","0","0","1507","15","Ålesund","Møre og Romsdal","0",,"0",,"1",,,,,,,,"1","1","POINT(6.45892513884326 62.4997147930482)","48","52","280","11","500","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3610","Rydde ","Norges Dykkeforbund","5/9/2020 02:00:00","5/9/2020 02:00:00","10","20","200","0","0","3025","30","Asker","Viken","141",,"0",,,,,,,,,,,,"POINT(10.5200555095871 59.7272852803062)","31","13","1","0","3","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3614","Austerøya","","14/11/2020 01:00:00","14/11/2020 01:00:00","2","1","10","1","1","1865","18","Vågan","Nordland","10",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(14.5824120268395 68.2344420891766)","18","16","8","0","6","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3623","Rydde Skagen","Nordic Ocean Watch","14/11/2020 01:00:00","14/11/2020 01:00:00","2","1","10","0","0","1859","18","Flakstad","Nordland","249",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(13.2972333559132 68.1051567471488)","13","14","13","3","60","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3624","Rydde Sandbankan","Nordic Ocean Watch","1/11/2020 01:00:00","1/11/2020 01:00:00","2","1","10","1","1","1860","18","Vestvågøy","Nordland","180",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(13.5807750304843 68.2681388810868)","25","9","17","7","13","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3644","Clean Up Lofoten: Storsandnessanden","","11/11/2020 01:00:00","11/11/2020 01:00:00","7","1","10","0","0","1859","18","Flakstad","Nordland","1291",,"0",,,,,,,,,,,,"POINT(13.4155496231918 68.1555965081534)","14","21","9","0","1","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3705","Rydde Heim kommune","Norges Dykkeforbund","22/10/2020 02:00:00","24/10/2020 02:00:00","4","0","320","1","1","5055","50","Heim","Trøndelag","0",,"0","0","0","0","0","0","0","0","0","0","0","0","POINT(9.09082874131406 63.2946610361977)","137","26","33","101","17","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3706","Rydde Heim kommune","Norges Dykkeforbund","22/10/2020 02:00:00","24/10/2020 02:00:00","4","0","320","1","1","5055","50","Heim","Trøndelag","0",,"1","0","0","0","0","0","0","0","0","0","0","0","POINT(9.09082874131406 63.2946610361977)","154","8","14","100","40","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3708","rydde  Valen - Sund","Hold Norge Rent","15/1/2020 01:00:00","10/11/2020 01:00:00","7","0","1200","0","0","1812","18","Sømna","Nordland","0",,"10",,,,,,,,,,,,"POINT(12.1278865520425 65.3341449161328)","107","69","91","0","17","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3710","Rydde Strusshamn kirke","Norges Dykkeforbund","3/5/2020 02:00:00","10/5/2020 02:00:00","6","13","130","0","0","4627","46","Askøy","Vestland","15",,"0",,,,,,,,,,,,"POINT(5.19072403839944 60.4009914748791)","37","35","24","7","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3722","Rydde Avløypet","","16/11/2020 01:00:00","16/11/2020 01:00:00","1","7","70","0","0","4636","46","Solund","Vestland","53",,"0",,,,,,,,,,,,"POINT(4.81264440276118 61.1546912988524)","56","72","23","0","10","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3869","Eidane","NJFF Rogaland","5/10/2020 02:00:00","5/10/2020 02:00:00","1","1","10","0","0","1108","11","Sandnes","Rogaland","1203",,"0",,,,"1",,,"1","1","1","1","1","POINT(6.17196975380353 58.9573407144292)","15","8","20","0","8","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3870","Rydde Alsvik","NJFF Rogaland","14/11/2020 01:00:00","14/11/2020 01:00:00","1","3","30","0","0","1130","11","Strand","Rogaland","691",,"0",,,,,,,,,,,,"POINT(5.93773094553975 59.0991382543041)","22","4","34","0","6","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3871","Geidaskjer Nord","NJFF Rogaland","14/11/2020 01:00:00","14/11/2020 01:00:00","1","4","40","0","0","1130","11","Strand","Rogaland","994",,"0",,,,,,,,,,,,"POINT(6.0187730828487 59.1113011340022)","16","6","51","0","11","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3873","Rydde Børøyholmane","NJFF Rogaland","19/9/2020 02:00:00","19/9/2020 02:00:00","1","9","90","0","0","1133","11","Hjelmeland","Rogaland","2807",,"0",,,,,,,,,,,,"POINT(6.00805017846974 59.1742593259175)","197","42","54","19","26","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3924","Rydde Eaholmen","","15/11/2020 01:00:00","15/11/2020 01:00:00","3","2","20","0","0","1505","15","Kristiansund","Møre og Romsdal","1927",,"0",,,,,,,,,,"0",,"POINT(7.69102298768768 63.1207749155078)","54","56","19","12","6","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3926","Rydde Kuliberga/Nordre Langholman","","14/11/2020 01:00:00","6/12/2020 01:00:00","3","10","100","1","1","1576","15","Aure","Møre og Romsdal","3710",,"1",,,,,,,,"0",,"1","1","POINT(7.83591125476656 63.1785519477734)","121","93","26","8","19","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3927","Storsand vinter","","24/11/2020 01:00:00","24/11/2020 01:00:00","4","10","130","1","1","5440","54","Berlevåg","Troms og Finnmark","1508",,"0",,,,"1",,"1","1",,,"1",,"POINT(29.1229711195704 70.854050315057)","96","400","72","12","255","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"3967","Clean Up Lofoten: Gimsøymyrene naturreservat","","18/5/2020 02:00:00","18/5/2020 02:00:00","1","1","10","0","0","1865","18","Vågan","Nordland","4731",,"0",,,,,,,,,,,,"POINT(14.1495652384145 68.2942520730877)","10","2","2","0","2","26/9/2023 05:47:41",,"26/9/2023 05:47:41",
"4027","Rydde Merkesfjæra","","24/1/2020 01:00:00","28/4/2020 02:00:00","7","30","300","1","1","1871","18","Andøy","Nordland","0",,"10",,,"1","1",,"1",,,,"1",,"POINT(16.0633378943666 69.3036489185788)","633","746","139","110","115","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4033","Toftegård, Dalstø og Hopland","Norges Dykkeforbund","8/2/2020 01:00:00","26/2/2020 01:00:00","8","12","120","0","0","4632","46","Austrheim","Vestland","42",,"0",,,,,,,,,,,,"POINT(4.90391474214119 60.8089592954962)","11","29","11","0","2","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4034","Hopen, Rekstavågen","Fjordane Friluftsråd","10/2/2020 01:00:00","31/3/2020 02:00:00","3","6","100","0","0","4649","46","Stad","Vestland","102",,"0",,,,,,,,,,,,"POINT(5.79255727280927 61.8593744598788)","56","69","40","13","36","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4046","Rydde Pannevikodden","Clean Shores Global","6/3/2020 01:00:00","30/3/2020 02:00:00","6","1","10","0","0","1103","11","Stavanger","Rogaland","2",,"0",,,,,,,,,,,,"POINT(5.76878674166393 58.962287594959)","62","14","10","10","8","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4067","Utløpet av Øyraelva og moloen","Sunnmøre friluftsråd Hellevik","20/3/2020 01:00:00","20/3/2020 01:00:00","1","1","4","0","0","1577","15","Volda","Møre og Romsdal","2",,"0",,,"1",,,,,,,,,"POINT(6.07023694070936 62.1436923501245)","20","8","3","8","10","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4081","Rydde Nordstranda","","1/4/2020 02:00:00","23/4/2020 02:00:00","2","10","100","0","1","4205","42","Lindesnes","Agder","806",,"0",,,,,,,,,,,,"POINT(7.59052426452637 57.9933459035922)","38","211","45","0","38","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4095","Rydde Tussaneset","Fjordane Friluftsråd","3/4/2020 02:00:00","3/4/2020 02:00:00","4","4","40","0","0","4645","46","Askvoll","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.73920629391878 61.30958152842)","25","46","15","0","58","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4112","Olaneset","Fjordane Friluftsråd","4/4/2020 02:00:00","4/4/2020 02:00:00","3","6","60","0","0","4645","46","Askvoll","Vestland","0",,"0",,,,,,,,,,,,"POINT(4.74170143227799 61.289527905494)","79","393","52","21","121","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4134","Rydde Risavika Havnering","Clean Shores Global","6/4/2020 02:00:00","6/4/2020 02:00:00","1","12","180","1","1","1124","11","Sola","Rogaland","42",,"0",,,,"1",,,,"1",,,,"POINT(5.60479749799411 58.9246080097417)","360","626","1347","81","209","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
"4136","Rydde Eidvika","","6/4/2020 02:00:00","10/4/2020 02:00:00","2","7","70","0","0","4631","46","Alver","Vestland","134",,"2",,,,,,,,,,,,"POINT(4.96664175936764 60.6365479223685)","93","24","57","46","110","26/9/2023 05:48:24",,"26/9/2023 05:48:24",
